RepRapFirmware height map file v2 generated at 2021-03-22 13:26, mean error 0.013, deviation 0.076
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,10.00,290.00,-1.00,56.00,56.00,6,6
 -0.220, -0.119, -0.018,  0.003, -0.043, -0.125
 -0.092, -0.022,  0.074,  0.099,  0.040, -0.033
 -0.027,  0.029,  0.117,  0.116,  0.078,  0.007
 -0.050,  0.011,  0.079,  0.091,  0.036, -0.008
 -0.058,  0.003,  0.079,  0.085,  0.016, -0.031
 -0.010,  0.048,  0.108,  0.104,  0.096,  0.001
